timestamp,Watt,Temp,Vin,Vout
2026-01-28T00:00:56.091975,120.0,22.2,102.1,99.9
2026-01-28T00:01:56.511062,120.0,22.3,102.4,100.0
2026-01-28T00:02:56.927724,128.0,22.3,102.4,99.9
2026-01-28T00:03:57.345396,128.0,22.4,102.5,99.9
2026-01-28T00:04:57.762044,120.0,22.3,102.8,99.9
2026-01-28T00:05:58.179198,120.0,22.0,101.0,99.9
2026-01-28T00:06:58.600755,136.0,21.7,101.2,99.9
2026-01-28T00:07:59.019862,120.0,21.4,101.2,99.9
2026-01-28T00:08:59.437846,120.0,21.2,101.1,99.9
2026-01-28T00:09:59.855004,120.0,20.9,101.1,99.9
2026-01-28T00:11:00.271479,144.0,20.7,101.0,99.9
2026-01-28T00:12:00.688766,128.0,20.5,101.1,99.9
2026-01-28T00:13:01.129114,128.0,20.4,101.2,99.9
2026-01-28T00:14:01.544963,120.0,20.6,101.3,99.9
2026-01-28T00:15:01.959594,128.0,20.9,101.3,99.9
2026-01-28T00:16:02.381543,128.0,21.3,101.4,99.9
2026-01-28T00:17:02.798645,120.0,21.5,101.5,99.9
2026-01-28T00:18:03.215113,120.0,21.7,101.4,99.9
2026-01-28T00:19:03.631108,128.0,22.0,101.5,99.9
2026-01-28T00:20:04.070203,144.0,22.2,101.5,99.9
2026-01-28T00:21:04.486961,128.0,22.3,101.3,99.9
2026-01-28T00:22:04.901953,120.0,22.4,101.4,99.9
2026-01-28T00:23:05.318752,128.0,22.5,101.5,99.9
2026-01-28T00:24:05.735008,120.0,22.4,101.5,99.9
2026-01-28T00:25:06.152246,120.0,22.2,101.6,99.9
2026-01-28T00:26:06.590524,128.0,21.8,101.3,99.9
2026-01-28T00:27:07.008374,120.0,21.5,101.0,99.9
2026-01-28T00:28:07.424916,120.0,21.2,101.4,99.9
2026-01-28T00:29:07.845323,120.0,20.9,101.0,99.9
2026-01-28T00:30:08.263229,120.0,20.7,101.1,99.9
2026-01-28T00:31:08.679689,128.0,20.5,101.0,100.0
2026-01-28T00:32:09.100089,128.0,20.4,101.0,99.9
2026-01-28T00:33:09.517253,120.0,20.5,100.9,99.9
2026-01-28T00:34:09.944855,120.0,20.7,100.7,99.9
2026-01-28T00:35:10.384315,120.0,21.1,100.4,99.9
2026-01-28T00:36:10.800569,120.0,21.4,100.4,99.9
2026-01-28T00:37:11.216529,120.0,21.7,100.5,99.9
2026-01-28T00:38:11.635884,128.0,21.8,100.5,99.9
2026-01-28T00:39:12.053497,120.0,22.0,100.5,99.9
2026-01-28T00:40:12.472811,120.0,22.1,100.6,99.9
2026-01-28T00:41:12.889668,144.0,22.2,100.4,99.9
2026-01-28T00:42:13.306634,128.0,22.3,100.4,99.9
2026-01-28T00:43:13.727598,136.0,22.4,100.6,99.9
2026-01-28T00:44:14.146940,128.0,22.4,100.7,99.9
2026-01-28T00:45:14.562718,136.0,22.2,101.1,99.9
2026-01-28T00:46:14.981144,128.0,21.9,101.1,99.9
2026-01-28T00:47:15.399147,152.0,21.7,101.3,99.9
2026-01-28T00:48:15.818753,136.0,21.4,101.6,99.9
2026-01-28T00:49:16.237477,152.0,21.2,101.3,99.9
2026-01-28T00:50:16.675804,136.0,21.0,101.1,99.9
2026-01-28T00:51:17.093365,136.0,20.8,101.2,99.9
2026-01-28T00:52:17.522618,160.0,20.8,101.3,99.9
2026-01-28T00:53:17.938822,128.0,20.9,101.2,99.9
2026-01-28T00:54:18.359882,136.0,21.1,101.3,99.9
2026-01-28T00:55:18.777300,136.0,21.3,101.5,99.9
2026-01-28T00:56:19.196892,128.0,21.6,101.4,99.9
2026-01-28T00:57:19.613765,128.0,21.9,101.9,99.9
2026-01-28T00:58:20.030921,128.0,22.2,100.7,99.9
2026-01-28T00:59:20.447564,120.0,22.3,100.1,99.9
2026-01-28T01:00:20.864298,128.0,22.3,99.1,99.9
2026-01-28T01:01:21.281961,128.0,22.4,100.2,99.9
2026-01-28T01:02:21.699560,120.0,22.5,100.4,99.9
2026-01-28T01:03:22.115927,128.0,22.3,100.3,99.9
2026-01-28T01:04:22.534953,120.0,22.0,100.6,99.9
2026-01-28T01:05:22.973672,128.0,21.7,100.9,99.9
2026-01-28T01:06:23.391304,120.0,21.4,101.1,99.9
2026-01-28T01:07:23.806192,128.0,21.2,101.0,99.9
2026-01-28T01:08:24.223960,120.0,20.9,101.0,99.9
2026-01-28T01:09:24.640350,120.0,20.7,101.4,99.9
2026-01-28T01:10:25.057792,120.0,20.5,101.5,99.9
2026-01-28T01:11:25.477204,120.0,20.5,101.5,99.9
2026-01-28T01:12:25.919860,128.0,20.6,101.6,99.9
2026-01-28T01:13:26.337990,120.0,20.9,101.4,99.9
2026-01-28T01:14:26.756708,120.0,21.3,101.2,99.9
2026-01-28T01:15:27.176211,120.0,21.6,101.4,99.9
2026-01-28T01:16:27.595092,120.0,21.9,101.5,99.9
2026-01-28T01:17:28.065920,144.0,22.1,101.5,99.9
2026-01-28T01:18:28.482800,128.0,22.3,101.5,99.9
2026-01-28T01:19:28.900890,128.0,22.4,101.3,99.9
2026-01-28T01:20:29.320917,120.0,22.5,101.2,99.9
2026-01-28T01:21:29.738975,120.0,22.5,101.2,99.9
2026-01-28T01:22:30.154523,120.0,22.4,101.3,99.9
2026-01-28T01:23:30.570400,144.0,22.1,101.3,99.9
2026-01-28T01:24:30.987761,120.0,21.8,101.2,99.9
2026-01-28T01:25:31.405008,120.0,21.6,101.0,99.9
2026-01-28T01:26:31.823892,128.0,21.3,101.2,99.9
2026-01-28T01:27:32.261945,120.0,21.0,101.0,99.9
2026-01-28T01:28:32.679561,120.0,20.8,101.0,99.9
2026-01-28T01:29:33.107313,144.0,20.6,100.9,99.9
2026-01-28T01:30:33.524992,120.0,20.4,100.9,99.9
2026-01-28T01:31:33.943993,232.0,20.6,100.7,99.9
2026-01-28T01:32:34.361697,120.0,20.8,100.7,99.9
2026-01-28T01:33:34.779530,128.0,21.1,100.7,99.9
2026-01-28T01:34:35.205897,128.0,21.5,101.2,99.9
2026-01-28T01:35:35.623922,128.0,21.9,101.1,99.9
2026-01-28T01:36:36.040214,120.0,22.1,101.0,99.9
2026-01-28T01:37:36.457859,120.0,22.4,101.0,99.9
2026-01-28T01:38:36.876337,112.0,22.5,101.1,99.9
2026-01-28T01:39:37.298728,120.0,22.6,101.2,99.9
2026-01-28T01:40:37.718604,128.0,22.5,101.2,99.9
2026-01-28T01:41:38.136101,120.0,22.3,101.0,99.9
2026-01-28T01:42:38.579109,120.0,22.0,101.0,99.9
2026-01-28T01:43:38.995977,120.0,21.7,100.9,99.9
2026-01-28T01:44:39.412672,120.0,21.4,100.9,99.9
2026-01-28T01:45:39.830710,128.0,21.2,100.9,99.9
2026-01-28T01:46:40.248776,128.0,21.0,100.8,99.9
2026-01-28T01:47:40.666939,128.0,20.7,100.4,99.9
2026-01-28T01:48:41.083100,120.0,20.5,100.6,99.9
2026-01-28T01:49:41.499988,120.0,20.5,100.7,99.9
2026-01-28T01:50:41.918080,120.0,20.6,100.8,99.9
2026-01-28T01:51:42.337800,136.0,20.7,100.9,100.0
2026-01-28T01:52:42.756875,128.0,21.1,101.1,99.9
2026-01-28T01:53:43.173683,128.0,21.4,101.1,99.9
2026-01-28T01:54:43.591408,120.0,21.7,101.1,99.9
2026-01-28T01:55:44.007177,120.0,22.0,101.1,99.9
2026-01-28T01:56:44.423501,128.0,22.2,101.1,99.9
2026-01-28T01:57:44.892398,144.0,22.3,101.3,99.9
2026-01-28T01:58:45.311236,120.0,22.5,101.1,99.9
2026-01-28T01:59:45.728587,120.0,22.4,101.0,99.9
2026-01-28T02:00:46.147329,120.0,22.3,101.0,99.9
2026-01-28T02:01:46.563980,120.0,22.3,101.1,99.9
2026-01-28T02:02:46.981072,120.0,22.0,100.7,99.9
2026-01-28T02:03:47.397841,120.0,21.7,100.6,99.9
2026-01-28T02:04:47.837448,120.0,21.4,100.9,99.9
2026-01-28T02:05:48.255811,120.0,21.1,100.7,99.9
2026-01-28T02:06:48.674708,120.0,20.9,100.9,99.9
2026-01-28T02:07:49.092513,128.0,20.7,100.9,99.9
2026-01-28T02:08:49.510044,128.0,20.5,100.9,99.9
2026-01-28T02:09:49.927665,120.0,20.6,101.0,99.9
2026-01-28T02:10:50.347777,120.0,20.7,101.2,99.9
2026-01-28T02:11:50.764880,120.0,21.1,101.4,99.9
2026-01-28T02:12:51.179621,128.0,21.4,101.6,99.9
2026-01-28T02:13:51.599054,120.0,21.7,101.7,99.9
2026-01-28T02:14:52.027968,144.0,21.9,101.6,99.9
2026-01-28T02:15:52.446125,120.0,22.1,101.7,99.9
2026-01-28T02:16:52.863207,120.0,22.2,101.6,99.9
2026-01-28T02:17:53.283025,128.0,22.4,101.6,99.9
2026-01-28T02:18:53.698949,120.0,22.4,101.7,99.9
2026-01-28T02:19:54.139966,120.0,22.3,101.7,99.9
2026-01-28T02:20:54.558697,120.0,22.0,101.3,99.9
2026-01-28T02:21:54.973502,120.0,21.7,101.2,99.9
2026-01-28T02:22:55.394495,120.0,21.4,101.4,99.9
2026-01-28T02:23:55.811511,128.0,21.2,101.3,99.9
2026-01-28T02:24:56.229262,120.0,21.0,101.2,99.9
2026-01-28T02:25:56.699708,136.0,20.8,101.0,99.9
2026-01-28T02:26:57.119946,120.0,20.5,101.1,99.9
2026-01-28T02:27:57.537444,120.0,20.4,101.0,99.9
2026-01-28T02:28:57.956595,120.0,20.5,101.0,99.9
