timestamp,Watt,Temp,Vin,Vout
2026-01-26T00:00:49.538098,128.0,20.6,101.3,99.9
2026-01-26T00:01:49.955933,120.0,20.4,101.2,99.9
2026-01-26T00:02:50.374047,128.0,20.2,100.6,99.9
2026-01-26T00:03:50.817989,120.0,20.2,100.5,99.9
2026-01-26T00:04:51.236035,120.0,20.2,100.4,99.9
2026-01-26T00:05:51.652579,128.0,20.6,100.5,99.9
2026-01-26T00:06:52.069784,120.0,20.9,100.5,99.9
2026-01-26T00:07:52.488040,120.0,21.3,100.4,99.9
2026-01-26T00:08:52.907071,128.0,21.6,100.2,99.9
2026-01-26T00:09:53.325186,128.0,21.8,100.3,99.9
2026-01-26T00:10:53.743961,120.0,22.0,100.2,99.9
2026-01-26T00:11:54.161075,112.0,22.2,100.2,99.9
2026-01-26T00:12:54.578590,128.0,22.3,100.2,99.9
2026-01-26T00:13:54.997413,120.0,22.1,100.5,99.9
2026-01-26T00:14:55.417723,120.0,22.0,100.4,99.9
2026-01-26T00:15:55.834873,120.0,21.8,100.3,99.9
2026-01-26T00:16:56.253522,128.0,21.5,100.5,99.9
2026-01-26T00:17:56.673114,120.0,21.2,101.0,99.9
2026-01-26T00:18:57.110933,128.0,21.0,101.1,99.9
2026-01-26T00:19:57.529188,136.0,20.7,100.7,99.9
2026-01-26T00:20:57.948727,128.0,20.5,100.7,99.9
2026-01-26T00:21:58.367345,128.0,20.3,100.6,99.9
2026-01-26T00:22:58.783774,128.0,20.2,100.4,99.9
2026-01-26T00:23:59.200042,120.0,20.2,100.6,99.9
2026-01-26T00:24:59.619737,120.0,20.4,100.5,99.9
2026-01-26T00:26:00.037311,128.0,20.9,100.3,99.9
2026-01-26T00:27:00.477001,136.0,21.2,100.4,99.9
2026-01-26T00:28:00.896863,128.0,21.5,100.3,99.9
2026-01-26T00:29:01.315369,120.0,21.8,100.4,99.9
2026-01-26T00:30:01.735977,120.0,22.0,100.5,99.9
2026-01-26T00:31:02.153594,128.0,22.2,100.9,100.0
2026-01-26T00:32:02.578574,128.0,22.3,101.1,99.9
2026-01-26T00:33:02.999940,136.0,22.3,101.2,99.9
2026-01-26T00:34:03.418502,128.0,22.2,101.1,99.9
2026-01-26T00:35:03.856007,120.0,21.9,100.9,99.9
2026-01-26T00:36:04.274002,120.0,21.6,100.8,99.9
2026-01-26T00:37:04.691803,120.0,21.3,100.9,99.9
2026-01-26T00:38:05.109979,128.0,21.1,100.6,99.9
2026-01-26T00:39:05.527834,120.0,20.8,100.7,99.9
2026-01-26T00:40:05.945029,120.0,20.6,100.7,99.9
2026-01-26T00:41:06.363683,120.0,20.4,101.0,99.9
2026-01-26T00:42:06.780722,120.0,20.2,101.0,99.9
2026-01-26T00:43:07.199518,128.0,20.2,100.9,99.9
2026-01-26T00:44:07.618014,128.0,20.4,100.7,99.9
2026-01-26T00:45:08.036576,128.0,20.7,100.8,99.9
2026-01-26T00:46:08.451655,120.0,21.1,100.6,99.9
2026-01-26T00:47:08.868927,120.0,21.3,100.7,99.9
2026-01-26T00:48:09.286825,120.0,21.6,100.5,99.9
2026-01-26T00:49:09.701889,120.0,21.9,100.4,99.9
2026-01-26T00:50:10.141024,128.0,22.2,100.4,99.9
2026-01-26T00:51:10.559232,136.0,22.2,100.4,99.9
2026-01-26T00:52:10.976573,128.0,22.3,100.4,99.9
