timestamp,Watt,Temp,Vin,Vout
2026-02-07T00:00:50.654295,136.0,22.8,101.2,99.9
2026-02-07T00:01:51.079808,136.0,22.5,101.2,99.9
2026-02-07T00:02:51.504754,144.0,22.3,101.1,99.9
2026-02-07T00:03:51.928790,128.0,22.1,101.2,99.9
2026-02-07T00:04:52.356395,144.0,21.9,101.1,99.9
2026-02-07T00:05:52.788909,120.0,21.7,101.2,99.9
2026-02-07T00:06:53.213218,136.0,21.4,101.2,99.9
2026-02-07T00:07:53.638032,120.0,21.2,101.1,99.9
2026-02-07T00:08:54.062945,120.0,21.2,101.7,99.9
2026-02-07T00:09:54.493087,120.0,21.3,101.6,99.9
2026-02-07T00:10:54.926788,136.0,21.7,101.7,99.9
2026-02-07T00:11:55.350917,128.0,22.0,101.7,99.9
2026-02-07T00:12:55.800046,136.0,22.4,101.7,100.0
2026-02-07T00:13:56.229996,120.0,22.7,101.6,99.9
2026-02-07T00:14:56.658221,128.0,22.8,101.0,99.9
2026-02-07T00:15:57.085151,128.0,22.9,101.2,99.9
2026-02-07T00:16:57.508914,128.0,23.1,101.4,99.9
2026-02-07T00:17:57.940542,136.0,23.1,101.2,99.9
2026-02-07T00:18:58.363312,128.0,23.0,101.1,99.9
2026-02-07T00:19:58.787709,120.0,22.7,101.0,99.9
2026-02-07T00:20:59.238385,136.0,22.4,100.8,99.9
2026-02-07T00:21:59.649233,136.0,22.2,100.8,99.9
2026-02-07T00:23:00.062972,128.0,21.9,101.2,99.9
2026-02-07T00:24:00.479707,120.0,21.7,101.8,99.9
2026-02-07T00:25:00.898615,120.0,21.5,101.8,99.9
2026-02-07T00:26:01.339601,136.0,21.3,101.6,99.9
2026-02-07T00:27:01.768419,128.0,21.1,101.7,99.9
2026-02-07T00:28:02.183422,136.0,21.1,101.8,99.9
2026-02-07T00:29:02.654960,128.0,21.3,101.8,99.9
2026-02-07T00:30:03.067889,136.0,21.6,101.3,99.9
2026-02-07T00:31:03.498004,136.0,21.9,101.5,99.9
2026-02-07T00:32:03.913997,128.0,22.3,101.5,99.9
2026-02-07T00:33:04.340402,128.0,22.5,100.6,99.9
