timestamp,Watt,Temp,Vin,Vout
2026-02-03T00:00:17.945472,128.0,21.3,100.7,99.9
2026-02-03T00:01:18.399778,120.0,21.6,100.3,99.9
2026-02-03T00:02:18.828836,120.0,21.9,100.1,99.9
2026-02-03T00:03:19.248633,120.0,22.2,100.2,99.9
2026-02-03T00:04:19.671684,136.0,22.4,100.5,99.9
2026-02-03T00:05:20.090319,120.0,22.6,100.7,99.9
2026-02-03T00:06:20.533652,128.0,22.8,101.0,99.9
2026-02-03T00:07:20.955272,136.0,22.9,100.9,99.9
2026-02-03T00:08:21.374455,120.0,22.9,100.9,99.9
2026-02-03T00:09:21.793942,120.0,22.7,100.9,99.9
2026-02-03T00:10:22.215742,128.0,22.4,100.9,99.9
2026-02-03T00:11:22.632679,120.0,22.2,101.0,99.9
2026-02-03T00:12:23.058023,120.0,21.9,100.7,99.9
2026-02-03T00:13:23.475607,120.0,21.6,101.3,99.9
2026-02-03T00:14:23.898540,128.0,21.4,101.3,99.9
2026-02-03T00:15:24.317700,120.0,21.2,100.9,99.9
2026-02-03T00:16:24.739062,128.0,21.0,100.5,99.9
2026-02-03T00:17:25.158045,128.0,20.9,100.4,99.9
2026-02-03T00:18:25.576731,120.0,20.9,100.4,99.9
2026-02-03T00:19:25.995105,120.0,21.2,100.3,99.9
2026-02-03T00:20:26.413305,128.0,21.6,100.6,99.9
2026-02-03T00:21:26.867302,128.0,21.8,100.8,99.9
2026-02-03T00:22:27.289004,112.0,22.2,101.3,99.9
2026-02-03T00:23:27.708754,120.0,22.4,101.2,100.0
2026-02-03T00:24:28.130631,152.0,22.5,101.0,99.9
2026-02-03T00:25:28.549024,128.0,22.7,100.8,99.9
2026-02-03T00:26:28.970300,128.0,22.8,100.8,99.9
2026-02-03T00:27:29.388989,120.0,22.8,101.2,99.9
2026-02-03T00:28:29.809109,136.0,22.8,100.9,99.9
2026-02-03T00:29:30.248748,136.0,22.5,100.9,99.9
2026-02-03T00:30:30.672194,120.0,22.2,100.5,99.9
2026-02-03T00:31:31.091523,136.0,21.9,100.5,99.9
2026-02-03T00:32:31.521480,120.0,21.7,101.0,99.9
2026-02-03T00:33:31.937781,120.0,21.5,101.1,99.9
2026-02-03T00:34:32.376993,136.0,21.3,100.9,99.9
2026-02-03T00:35:32.809693,128.0,21.0,100.8,99.9
2026-02-03T00:36:33.259280,120.0,20.9,101.1,99.9
2026-02-03T00:37:33.679875,120.0,20.9,100.8,99.9
2026-02-03T00:38:34.099351,120.0,21.1,100.8,100.0
2026-02-03T00:39:34.518380,120.0,21.4,100.9,99.9
2026-02-03T00:40:34.944734,128.0,21.7,100.9,99.9
2026-02-03T00:41:35.366016,128.0,22.0,100.7,99.9
2026-02-03T00:42:35.792096,136.0,22.3,100.6,99.9
2026-02-03T00:43:36.228537,120.0,22.5,100.5,99.9
2026-02-03T00:44:36.647953,120.0,22.7,100.4,99.9
2026-02-03T00:45:37.068468,120.0,22.8,100.4,99.9
2026-02-03T00:46:37.486556,120.0,22.8,100.6,99.9
2026-02-03T00:47:37.904401,120.0,22.8,100.6,99.9
2026-02-03T00:48:38.323564,120.0,22.6,100.5,99.9
2026-02-03T00:49:38.745301,136.0,22.3,100.2,99.9
2026-02-03T00:50:39.212463,136.0,22.0,100.6,99.9
2026-02-03T00:51:39.706004,144.0,21.9,100.7,99.9
2026-02-03T00:52:40.148547,144.0,21.7,100.5,99.9
2026-02-03T00:53:40.590593,144.0,21.6,100.8,99.9
2026-02-03T00:54:41.042560,144.0,21.4,100.6,99.9
2026-02-03T00:55:41.509188,144.0,21.2,100.3,99.9
2026-02-03T00:56:41.964200,144.0,21.2,100.4,99.9
2026-02-03T00:57:42.425374,144.0,21.3,100.5,99.9
2026-02-03T00:58:42.871864,144.0,21.4,100.2,99.9
2026-02-03T00:59:43.360794,144.0,21.7,100.3,99.9
2026-02-03T01:00:43.800957,144.0,21.9,100.4,100.0
2026-02-03T01:01:44.250010,152.0,22.2,100.4,99.9
2026-02-03T01:02:44.703863,144.0,22.4,100.6,99.9
2026-02-03T01:03:45.149494,152.0,22.6,100.6,99.9
2026-02-03T01:04:45.607865,144.0,22.9,100.7,99.9
2026-02-03T01:05:46.070038,144.0,23.0,100.5,99.9
2026-02-03T01:06:46.523250,144.0,23.2,100.9,99.9
2026-02-03T01:07:46.996824,144.0,23.1,100.8,99.9
2026-02-03T01:08:47.458403,144.0,22.9,100.9,99.9
2026-02-03T01:09:47.913748,144.0,22.6,100.7,99.9
2026-02-03T01:10:48.361249,144.0,22.3,100.6,99.9
2026-02-03T01:11:48.823242,144.0,22.1,100.6,99.9
