timestamp,Watt,Temp,Vin,Vout
2026-02-04T00:00:49.602844,144.0,22.7,101.0,99.9
2026-02-04T00:01:50.039004,152.0,22.9,101.2,99.9
2026-02-04T00:02:50.466257,144.0,23.0,101.0,99.9
2026-02-04T00:03:50.893950,152.0,23.0,100.9,99.9
2026-02-04T00:04:51.321486,144.0,22.8,101.1,99.9
2026-02-04T00:05:51.788632,144.0,22.4,101.0,99.9
2026-02-04T00:06:52.215047,144.0,22.3,101.1,99.9
2026-02-04T00:07:52.642693,152.0,22.0,101.1,99.9
2026-02-04T00:08:53.069549,144.0,21.8,101.0,99.9
2026-02-04T00:09:53.501933,144.0,21.5,100.9,99.9
2026-02-04T00:10:53.929703,144.0,21.3,100.8,99.9
2026-02-04T00:11:54.366490,152.0,21.1,100.7,99.9
2026-02-04T00:12:54.796461,144.0,21.0,100.7,99.9
2026-02-04T00:13:55.253555,144.0,21.1,100.6,99.9
2026-02-04T00:14:55.679573,152.0,21.2,100.4,99.9
2026-02-04T00:15:56.107982,152.0,21.4,100.9,99.9
2026-02-04T00:16:56.537795,144.0,21.7,100.7,99.9
2026-02-04T00:17:56.968109,144.0,22.0,100.8,99.9
2026-02-04T00:18:57.395460,144.0,22.3,100.9,99.9
2026-02-04T00:19:57.831723,152.0,22.5,101.2,99.9
2026-02-04T00:20:58.259499,144.0,22.7,101.2,99.9
2026-02-04T00:21:58.691646,144.0,22.9,101.1,99.9
2026-02-04T00:22:59.142912,152.0,23.0,101.3,99.9
2026-02-04T00:23:59.570649,152.0,22.9,101.0,99.9
2026-02-04T00:25:00.002798,144.0,22.6,101.0,99.9
2026-02-04T00:26:00.428008,144.0,22.3,100.7,99.9
2026-02-04T00:27:00.855550,152.0,22.1,100.6,99.9
2026-02-04T00:28:01.284041,152.0,21.9,100.7,99.9
2026-02-04T00:29:01.717457,144.0,21.6,100.9,99.9
2026-02-04T00:30:02.146906,144.0,21.4,100.6,99.9
2026-02-04T00:31:02.574125,144.0,21.2,100.7,99.9
2026-02-04T00:32:03.000532,144.0,21.0,100.9,99.9
2026-02-04T00:33:03.428755,144.0,21.0,100.8,99.9
2026-02-04T00:34:03.855652,144.0,21.1,100.8,99.9
2026-02-04T00:35:04.285763,144.0,21.3,100.6,99.9
2026-02-04T00:36:04.723142,144.0,21.5,100.6,99.9
2026-02-04T00:37:05.166357,144.0,21.7,100.9,99.9
2026-02-04T00:38:05.601472,152.0,22.0,100.7,99.9
2026-02-04T00:39:06.030520,144.0,22.2,100.5,99.9
2026-02-04T00:40:06.489507,144.0,22.5,100.5,99.9
2026-02-04T00:41:06.920090,144.0,22.7,100.4,99.9
2026-02-04T00:42:07.357811,144.0,22.8,100.1,99.9
2026-02-04T00:43:07.785209,144.0,22.9,100.2,99.9
2026-02-04T00:44:08.210818,144.0,22.7,100.2,99.9
2026-02-04T00:45:08.641963,144.0,22.5,100.5,99.9
2026-02-04T00:46:09.075030,144.0,22.2,100.7,99.9
2026-02-04T00:47:09.512166,152.0,22.0,100.9,99.9
2026-02-04T00:48:09.939313,152.0,21.7,100.9,99.9
2026-02-04T00:49:10.399892,144.0,21.5,100.9,99.9
2026-02-04T00:50:10.833131,144.0,21.3,101.0,99.9
2026-02-04T00:51:11.265597,144.0,21.1,101.1,99.9
2026-02-04T00:52:11.696878,152.0,21.0,101.2,99.9
2026-02-04T00:53:12.126062,152.0,21.0,100.9,99.9
2026-02-04T00:54:12.553241,144.0,21.1,101.2,99.9
2026-02-04T00:55:12.981763,144.0,21.3,100.9,99.9
2026-02-04T00:56:13.409032,144.0,21.5,101.0,99.9
2026-02-04T00:57:13.840939,160.0,21.8,100.5,99.9
2026-02-04T00:58:14.271719,144.0,22.1,100.9,99.9
2026-02-04T00:59:14.704664,152.0,22.4,100.6,99.9
2026-02-04T01:00:15.131707,176.0,22.6,100.8,99.9
2026-02-04T01:01:15.563050,144.0,22.8,100.9,99.9
2026-02-04T01:02:15.994344,144.0,22.9,101.1,99.9
2026-02-04T01:03:16.422603,144.0,22.9,101.0,99.9
2026-02-04T01:04:16.849569,144.0,22.7,100.8,99.9
2026-02-04T01:05:17.278794,144.0,22.4,100.7,99.9
2026-02-04T01:06:17.735267,144.0,22.2,100.9,99.9
2026-02-04T01:07:18.159159,144.0,21.9,101.0,99.9
2026-02-04T01:08:18.590018,144.0,21.7,101.1,99.9
2026-02-04T01:09:19.019687,152.0,21.5,100.9,99.9
2026-02-04T01:10:19.448012,144.0,21.2,100.5,99.9
2026-02-04T01:11:19.877981,144.0,20.9,100.5,99.9
2026-02-04T01:12:20.305397,144.0,20.6,100.6,99.9
2026-02-04T01:13:20.732661,144.0,20.4,100.8,99.9
2026-02-04T01:14:21.168357,144.0,20.4,100.6,99.9
2026-02-04T01:15:21.596799,144.0,20.6,100.6,99.9
2026-02-04T01:16:22.026451,152.0,20.8,100.5,99.9
2026-02-04T01:17:22.453420,144.0,21.2,100.5,99.9
2026-02-04T01:18:22.886375,152.0,21.4,100.6,99.9
2026-02-04T01:19:23.313656,144.0,21.6,100.9,99.9
2026-02-04T01:20:23.745819,144.0,21.9,100.6,99.9
2026-02-04T01:21:24.170918,144.0,22.1,100.8,99.9
2026-02-04T01:22:24.602422,144.0,22.3,100.8,99.9
2026-02-04T01:23:25.052665,144.0,22.5,101.0,99.9
2026-02-04T01:24:25.485326,144.0,22.7,100.8,99.9
2026-02-04T01:25:25.912955,144.0,22.8,100.9,99.9
2026-02-04T01:26:26.346687,152.0,22.8,100.7,99.9
2026-02-04T01:27:26.773711,144.0,22.6,100.7,99.9
2026-02-04T01:28:27.205900,144.0,22.3,100.5,99.9
2026-02-04T01:29:27.641660,144.0,22.0,100.4,99.9
